[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [NONE]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4e406694]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : barCode
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : numberOfItems
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@76f10035]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2b50150]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.ProductDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.ProductDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.ProductDto)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:1>, path=com.de.groceryplanner.dto.ProductDto.productCategory)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:2>, path=com.de.groceryplanner.dto.ProductDto.storeName)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [READ]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.de.groceryplanner.dto.ProductDto: select productdto0_.PRODUCT_ID as PRODUCT_1_1_2_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_2_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_2_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_2_, productdto0_.productCategory_CATEGORY_ID as productC5_1_2_, productdto0_.storeName_STORE_ID as storeNam6_1_2_, categorydt1_.CATEGORY_ID as CATEGORY1_0_0_, categorydt1_.name as name2_0_0_, storedto2_.STORE_ID as STORE_ID1_2_1_, storedto2_.STORE_NAME as STORE_NA2_2_1_, storedto2_.STORE_WEBLINK as STORE_WE3_2_1_, storedto2_.storetype as storetyp4_2_1_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.de.groceryplanner.dto.ProductDto: select productdto0_.PRODUCT_ID as PRODUCT_1_1_2_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_2_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_2_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_2_, productdto0_.productCategory_CATEGORY_ID as productC5_1_2_, productdto0_.storeName_STORE_ID as storeNam6_1_2_, categorydt1_.CATEGORY_ID as CATEGORY1_0_0_, categorydt1_.name as name2_0_0_, storedto2_.STORE_ID as STORE_ID1_2_1_, storedto2_.STORE_NAME as STORE_NA2_2_1_, storedto2_.STORE_WEBLINK as STORE_WE3_2_1_, storedto2_.storetype as storetyp4_2_1_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.de.groceryplanner.dto.CategoryDto
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: select CATEGORY_ID from CATEGORY where CATEGORY_ID =?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: select categorydt_.CATEGORY_ID, categorydt_.name as name2_0_ from CATEGORY categorydt_ where categorydt_.CATEGORY_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: insert into CATEGORY (name, CATEGORY_ID) values (?, ?)
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: update CATEGORY set name=? where CATEGORY_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: delete from CATEGORY where CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6b530eb9]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.CategoryDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.CategoryDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.CategoryDto)
          - SQL table alias mapping - categorydt0_
          - alias suffix - 0_
          - suffixed key columns - {CATEGORY1_0_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.CategoryDto [NONE]: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@678040b3]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.CategoryDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.CategoryDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.CategoryDto)
          - SQL table alias mapping - categorydt0_
          - alias suffix - 0_
          - suffixed key columns - {CATEGORY1_0_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.CategoryDto [READ]: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.de.groceryplanner.dto.CategoryDto: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.de.groceryplanner.dto.CategoryDto: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] INFO  org.hibernate.orm.connections.access  - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@1500e009] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : CATEGORY
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : PRODUCT
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : STORE
[main] DEBUG org.hibernate.query.spi.NamedQueryRepository  - Checking 0 named HQL queries
[main] DEBUG org.hibernate.query.spi.NamedQueryRepository  - Checking 0 named SQL queries
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@39ce27f2
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Registering SessionFactory: a38c8006-bb1e-4a5d-b88d-508b00ae103b (<unnamed>)
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Not binding SessionFactory to JNDI, no JNDI name configured
[main] DEBUG org.hibernate.stat.internal.StatisticsInitiator  - Statistics initialized [enabled=false]
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - begin
[main] DEBUG org.hibernate.hql.internal.QueryTranslatorFactoryInitiator  - QueryTranslatorFactory : org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@5173200b
[main] INFO  org.hibernate.hql.internal.QueryTranslatorFactoryInitiator  - HHH000397: Using ASTQueryTranslatorFactory
[main] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl  - parse() - HQL: select _Product from com.de.groceryplanner.dto.ProductDto _Product where PRODUCT_BARCODE='123455'
[main] DEBUG org.hibernate.hql.internal.ast.ErrorTracker  - throwQueryException() : no errors
[main] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl  - --- HQL AST ---
 \-[QUERY] Node: 'query'
    +-[SELECT_FROM] Node: 'SELECT_FROM'
    |  +-[FROM] Node: 'from'
    |  |  \-[RANGE] Node: 'RANGE'
    |  |     +-[DOT] Node: '.'
    |  |     |  +-[DOT] Node: '.'
    |  |     |  |  +-[DOT] Node: '.'
    |  |     |  |  |  +-[DOT] Node: '.'
    |  |     |  |  |  |  +-[IDENT] Node: 'com'
    |  |     |  |  |  |  \-[IDENT] Node: 'de'
    |  |     |  |  |  \-[IDENT] Node: 'groceryplanner'
    |  |     |  |  \-[IDENT] Node: 'dto'
    |  |     |  \-[IDENT] Node: 'ProductDto'
    |  |     \-[ALIAS] Node: '_Product'
    |  \-[SELECT] Node: 'select'
    |     \-[IDENT] Node: '_Product'
    \-[WHERE] Node: 'where'
       \-[EQ] Node: '='
          +-[IDENT] Node: 'PRODUCT_BARCODE'
          \-[QUOTED_STRING] Node: ''123455''

[main] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker  - select << begin [level=1, statement=select]
[main] DEBUG org.hibernate.hql.internal.ast.tree.FromElement  - FromClause{level=1} : com.de.groceryplanner.dto.ProductDto (_Product) -> productdto0_
[main] DEBUG org.hibernate.hql.internal.ast.tree.FromReferenceNode  - Resolved : _Product -> productdto0_.PRODUCT_ID
[main] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker  - select : finishing up [level=1, statement=select]
[main] DEBUG org.hibernate.hql.internal.ast.HqlSqlWalker  - processQuery() :  ( SELECT ( {select clause} productdto0_.PRODUCT_ID ) ( FromClause{level=1} PRODUCT productdto0_ ) ( where ( = PRODUCT_BARCODE '123455' ) ) )
[main] DEBUG org.hibernate.hql.internal.ast.util.JoinProcessor  - Using FROM fragment [PRODUCT productdto0_]
[main] DEBUG org.hibernate.hql.internal.antlr.HqlSqlBaseWalker  - select >> end [level=1, statement=select]
[main] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl  - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (PRODUCT)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'productdto0_.PRODUCT_ID as PRODUCT_1_1_' {alias=_Product, className=com.de.groceryplanner.dto.ProductDto, tableAlias=productdto0_}
    |  \-[SQL_TOKEN] SqlFragment: 'productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_, productdto0_.productCategory_CATEGORY_ID as productC5_1_, productdto0_.storeName_STORE_ID as storeNam6_1_'
    +-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[_Product], fromElementByTableAlias=[productdto0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
    |  \-[FROM_FRAGMENT] FromElement: 'PRODUCT productdto0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=_Product,role=null,tableName=PRODUCT,tableAlias=productdto0_,origin=null,columns={,className=com.de.groceryplanner.dto.ProductDto}}
    \-[WHERE] SqlNode: 'where'
       \-[EQ] BinaryLogicOperatorNode: '='
          +-[IDENT] IdentNode: 'PRODUCT_BARCODE' {originalText=PRODUCT_BARCODE}
          \-[QUOTED_STRING] LiteralNode: ''123455''

[main] DEBUG org.hibernate.hql.internal.ast.ErrorTracker  - throwQueryException() : no errors
[main] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl  - HQL: select _Product from com.de.groceryplanner.dto.ProductDto _Product where PRODUCT_BARCODE='123455'
[main] DEBUG org.hibernate.hql.internal.ast.QueryTranslatorImpl  - SQL: select productdto0_.PRODUCT_ID as PRODUCT_1_1_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_, productdto0_.productCategory_CATEGORY_ID as productC5_1_, productdto0_.storeName_STORE_ID as storeNam6_1_ from PRODUCT productdto0_ where PRODUCT_BARCODE='123455'
[main] DEBUG org.hibernate.hql.internal.ast.ErrorTracker  - throwQueryException() : no errors
[main] DEBUG org.hibernate.SQL  - select productdto0_.PRODUCT_ID as PRODUCT_1_1_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_, productdto0_.productCategory_CATEGORY_ID as productC5_1_, productdto0_.storeName_STORE_ID as storeNam6_1_ from PRODUCT productdto0_ where PRODUCT_BARCODE='123455'
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 0
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.SQL  - select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.plan.exec.process.internal.ResultSetProcessorImpl  - Starting ResultSet row #0
[main] DEBUG org.hibernate.loader.plan.exec.process.internal.EntityReferenceInitializerImpl  - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#8]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#8]
[main] DEBUG org.hibernate.resource.jdbc.internal.ResourceRegistryStandardImpl  - HHH000387: ResultSet's statement was not registered
[main] DEBUG org.hibernate.loader.entity.plan.AbstractLoadPlanBasedEntityLoader  - Done entity load : com.de.groceryplanner.dto.CategoryDto#8
[main] DEBUG org.hibernate.SQL  - select storedto0_.STORE_ID as STORE_ID1_2_0_, storedto0_.STORE_NAME as STORE_NA2_2_0_, storedto0_.STORE_WEBLINK as STORE_WE3_2_0_, storedto0_.storetype as storetyp4_2_0_ from STORE storedto0_ where storedto0_.STORE_ID=?
[main] DEBUG org.hibernate.loader.plan.exec.process.internal.ResultSetProcessorImpl  - Starting ResultSet row #0
[main] DEBUG org.hibernate.loader.plan.exec.process.internal.EntityReferenceInitializerImpl  - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#9]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#9]
[main] DEBUG org.hibernate.resource.jdbc.internal.ResourceRegistryStandardImpl  - HHH000387: ResultSet's statement was not registered
[main] DEBUG org.hibernate.loader.entity.plan.AbstractLoadPlanBasedEntityLoader  - Done entity load : com.de.groceryplanner.dto.StoreDto#9
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - committing
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Processing flush-time cascades
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Dirty checking collections
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Flushed: 0 insertions, 0 updates, 0 deletions to 3 objects
[main] DEBUG org.hibernate.event.internal.AbstractFlushingEventListener  - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - Listing entities:
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.ProductDto{productId=7, numberOfItems=4, name=Toothpaste, storeName=com.de.groceryplanner.dto.StoreDto#9, barCode=123455, productCategory=com.de.groceryplanner.dto.CategoryDto#8}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.CategoryDto{name=Daily, id=8}
[main] DEBUG org.hibernate.internal.util.EntityPrinter  - com.de.groceryplanner.dto.StoreDto{storetype=ONLINE, name=EDEKA, id=9, storeLink=https://www}
[main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl  - Initiating JDBC connection release from afterTransaction
[main] DEBUG org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl  - Initiating JDBC connection release from afterTransaction
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - begin
[main] WARN  org.hibernate.orm.deprecation  - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
[main] DEBUG org.hibernate.SQL  - select this_.PRODUCT_ID as PRODUCT_1_1_2_, this_.PRODUCT_BARCODE as PRODUCT_2_1_2_, this_.PRODUC_TNAME as PRODUC_T3_1_2_, this_.PRODUCT_QUANTITY as PRODUCT_4_1_2_, this_.productCategory_CATEGORY_ID as productC5_1_2_, this_.storeName_STORE_ID as storeNam6_1_2_, categorydt2_.CATEGORY_ID as CATEGORY1_0_0_, categorydt2_.name as name2_0_0_, storedto3_.STORE_ID as STORE_ID1_2_1_, storedto3_.STORE_NAME as STORE_NA2_2_1_, storedto3_.STORE_WEBLINK as STORE_WE3_2_1_, storedto3_.storetype as storetyp4_2_1_ from PRODUCT this_ left outer join CATEGORY categorydt2_ on this_.productCategory_CATEGORY_ID=categorydt2_.CATEGORY_ID left outer join STORE storedto3_ on this_.storeName_STORE_ID=storedto3_.STORE_ID
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 0
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.CategoryDto#8], EntityKey[com.de.groceryplanner.dto.StoreDto#9], EntityKey[com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 1
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.CategoryDto#11], EntityKey[com.de.groceryplanner.dto.StoreDto#12], EntityKey[com.de.groceryplanner.dto.ProductDto#10]
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 2
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.CategoryDto#14], EntityKey[com.de.groceryplanner.dto.StoreDto#15], EntityKey[com.de.groceryplanner.dto.ProductDto#13]
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 3
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.CategoryDto#17], EntityKey[com.de.groceryplanner.dto.StoreDto#18], EntityKey[com.de.groceryplanner.dto.ProductDto#16]
[main] DEBUG org.hibernate.loader.Loader  - Result set row: 4
[main] DEBUG org.hibernate.loader.Loader  - Result row: EntityKey[com.de.groceryplanner.dto.CategoryDto#20], EntityKey[com.de.groceryplanner.dto.StoreDto#21], EntityKey[com.de.groceryplanner.dto.ProductDto#19]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#8]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#8]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#9]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#9]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#7]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.CategoryDto#11]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.CategoryDto#11]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.StoreDto#12]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.StoreDto#12]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Resolving associations for [com.de.groceryplanner.dto.ProductDto#10]
[main] DEBUG org.hibernate.engine.internal.TwoPhaseLoad  - Done materializing entity [com.de.groceryplanner.dto.ProductDto#10]
